Program_id,Emp_id,TRP,Program_name,Starting_time,Ending_time,Starting_Date,Ending_Date,Program_type,Sponsor,Number_of_Episodes
773,99,64.617,Andalax,6:19 PM,3:43 AM,21/10/2000,24/07/2005,Aaaahhhhhhhhhhhh!,"Fuwei Films (Holdings) Co., Ltd.",74
767,65,212.458,Tres-Zap,3:53 AM,1:42 AM,12/11/2005,29/08/2009,Aaaahhhhhhhhhhhhhh!,PolyOne Corporation,7
571,146,121.52,Namfix,3:54 AM,2:10 PM,31/08/2009,4/4/2000,Aaaahhhhhhhhhhhhh!,Clorox Company (The),29
306,32,247.881,Bytecard,11:47 PM,4:51 AM,27/05/2012,17/07/2001,Aaaahhhhhhhhhhhhh!,Graphic Packaging Holding Company,53
674,51,121.169,Zontrax,9:00 AM,12:49 PM,8/8/2014,22/07/2012,Aaaahhhhhhhhhhhhhhh!,Materialise NV,80
249,172,280.627,Mat Lam Tam,7:50 PM,1:56 PM,15/12/2002,13/05/2009,Aaaahhhhhhhhhhhhh!,Ellington Financial LLC,14
962,180,473.467,Sub-Ex,11:30 AM,8:32 AM,16/06/2011,31/08/2000,Aaaahhhh!,"Xilinx, Inc.",81
24,123,38.921,Bitwolf,8:11 PM,2:52 AM,19/12/2010,5/9/2016,Aaaahhhhh!,Ternium S.A.,32
81,230,473.185,Stringtough,5:03 AM,2:13 PM,12/3/2007,15/02/2005,Aaaahhhhhh!,NewJersey Resources Corporation,18
298,97,453.03,Alphazap,5:08 AM,11:56 AM,5/4/2004,25/12/2013,Aaaahhhhhhhhhhh!,"Stoneridge, Inc.",8
469,67,19.834,Konklab,6:52 AM,3:45 AM,31/10/2015,16/02/2007,Aaaahhhhh!,"Blackrock MuniYield California Insured Fund, Inc.",7
739,122,227.435,Hatity,3:34 PM,11:37 PM,21/12/2003,18/08/2007,Aaaahhhhhhhhhhhh!,"American Midstream Partners, LP",75
935,169,88.178,Rank,8:22 PM,11:40 AM,23/02/2006,10/10/2007,Aaaahhh!,China Southern Airlines Company Limited,64
755,198,98.318,Ventosanzap,2:19 AM,10:52 PM,21/11/2012,27/09/2002,Aaaahhhhhhhhhh!,Cerner Corporation,79
504,156,271.205,Stim,7:46 PM,7:07 PM,7/8/2011,1/12/2010,Aaaahhh!,Eli Lilly and Company,78
826,17,214.621,Cookley,2:51 PM,12:22 AM,26/04/2012,14/10/2012,Aaaahhhhh!,Greif Bros. Corporation,62
132,186,34.025,Andalax,3:13 PM,2:09 PM,12/12/2003,26/11/2003,Aaaahhhhhhhhh!,"Hertz Global Holdings, Inc",64
612,61,186.53,Alphazap,2:22 AM,4:37 PM,26/04/2012,4/12/2012,Aaaahhhhhhhhhh!,Pioneer Municipal High Income Advantage Trust,56
23,194,477.382,Cardguard,10:41 AM,2:45 PM,16/02/2002,2/2/2016,Aaaahhhh!,Barclays Inverse US Treasury Composite ETN,23
532,96,22.272,Andalax,7:40 AM,8:35 PM,31/05/2006,3/6/2009,Aaaahhhhhhhhhh!,Rosetta Genomics Ltd.,92
39,71,335.354,Latlux,9:25 PM,4:42 AM,20/07/2005,26/10/2011,Aaaahhhhhhhhhhh!,Aceto Corporation,29
228,80,368.205,Andalax,8:30 PM,2:14 AM,27/01/2013,24/03/2015,Aaaahhhhhhhhhhhhh!,Biogen Inc.,65
6,143,66.014,Tres-Zap,6:17 PM,8:49 PM,22/08/2006,3/2/2013,Aaaahhhhhhhhhhhhhh!,Scudder Multi-Market Income Trust,76
137,113,137.551,Latlux,10:02 AM,9:50 PM,30/03/2007,31/10/2011,Aaaahhhhhhhhhhhh!,Moog Inc.,41
599,2,482.429,Bigtax,4:26 PM,5:11 PM,19/02/2008,30/12/2002,Aaaahhhhhhhhh!,Acacia Research Corporation,36
749,78,448.056,Holdlamis,8:53 PM,12:23 PM,8/6/2012,13/10/2009,Aaaahhhhhhh!,"Iconix Brand Group, Inc.",76
551,168,480.22,Tempsoft,7:19 AM,9:54 AM,11/6/2007,18/11/2009,Aaaahhhhhhhhhhhhhhh!,Foamix Pharmaceuticals Ltd.,93
935,245,14.762,Span,4:41 PM,4:04 PM,5/12/2007,1/12/2013,Aaaahhhhhhhhhhhh!,JM Global Holding Company,28
426,185,331.044,Holdlamis,7:07 PM,9:32 PM,30/07/2008,12/5/2000,Aaaahhhhh!,Denbury Resources Inc.,76
947,81,42.43,Home Ing,2:54 AM,4:47 PM,15/11/2014,22/06/2008,Aaaahhhhhhh!,"Rennova Health, Inc.",28
237,229,74.587,Mat Lam Tam,2:48 AM,2:03 AM,25/06/2016,18/06/2016,Aaaahhh!,First Defiance Financial Corp.,54
132,48,200.729,Lotlux,3:35 PM,10:51 AM,3/12/2003,26/08/2010,Aaaahhhhhhhhhhhhhhh!,Gabelli Dividend,34
444,40,293.199,Solarbreeze,7:53 PM,4:06 PM,21/04/2005,18/10/2009,Aaaahhhhhhhhhhhh!,National Retail Properties,47
59,204,439.811,Tresom,9:55 PM,9:38 AM,24/03/2010,26/01/2009,Aaaahhh!,Standex International Corporation,84
533,112,230.213,Duobam,12:38 PM,3:53 PM,17/08/2004,13/03/2002,Aaaahhhhhh!,Old Point Financial Corporation,2
816,34,475.276,Kanlam,5:06 PM,10:44 PM,31/10/2006,20/07/2003,Aaaahhhhhhhhhhhhhhh!,"Amplify Snack Brands, inc.",39
513,130,479.978,Kanlam,12:34 AM,3:25 AM,26/02/2005,2/12/2002,Aaaahhhhhh!,Liberty Global plc,9
164,173,48.217,Pannier,10:24 PM,7:11 AM,16/07/2003,24/10/2012,Aaaahhhh!,"Sykes Enterprises, Incorporated",42
65,216,167.69,Vagram,1:33 PM,11:35 AM,28/10/2005,12/7/2013,Aaaahhhhhhhhhhh!,"Willbros Group, Inc.",96
646,162,396.952,Duobam,9:11 AM,8:44 PM,19/11/2010,9/3/2003,Aaaahhhhhhhhhhhhhh!,"Whole Foods Market, Inc.",61
947,15,22.082,Stronghold,3:55 AM,1:11 AM,21/04/2003,14/04/2007,Aaaahhhhhhhhhh!,"Everest Re Group, Ltd.",53
796,201,209.777,Job,4:22 AM,11:36 PM,21/08/2007,8/4/2006,Aaaahhh!,"Home BancShares, Inc.",19
625,24,356.773,Zaam-Dox,5:34 AM,2:40 AM,18/12/2013,13/12/2012,Aaaahhhhhhh!,"Entergy Arkansas, Inc.",78
653,247,372.813,Mat Lam Tam,4:31 PM,4:18 PM,4/2/2015,26/07/2003,Aaaahhhhhhhhhh!,"Great Elm Capital Group, Inc. ",42
422,144,141.007,Stringtough,4:20 PM,10:57 PM,18/01/2014,16/09/2010,Aaaahhhhhhhhh!,WebMD Health Corp,35
752,247,213.21,Viva,12:44 AM,10:29 PM,2/1/2016,12/5/2012,Aaaahhhhhhhhhhhhhh!,Smith (A.O.) Corporation,25
408,149,111.446,Zaam-Dox,2:43 AM,1:18 PM,30/11/2015,27/11/2013,Aaaahhhhh!,W.R. Berkley Corporation,50
604,103,245.752,Andalax,5:35 PM,11:14 PM,24/12/2012,29/04/2003,Aaaahhhhhhhhhhhh!,UnitedHealth Group Incorporated,76
619,224,184.222,Vagram,4:27 AM,4:11 PM,5/8/2008,20/11/2005,Aaaahhhhhhhh!,CBRE Clarion Global Real Estate Income Fund,10
354,173,152.765,Toughjoyfax,7:37 PM,10:38 AM,14/05/2007,27/02/2004,Aaaahhhhhhhhhhhhh!,Lazard Ltd.,34
595,4,331.053,Mat Lam Tam,10:02 PM,9:38 AM,30/10/2007,29/10/2005,Aaaahhhh!,WisdomTree Japan Hedged SmallCap Equity Fund,25
214,202,196.416,Domainer,9:26 AM,7:32 AM,8/11/2016,10/1/2009,Aaaahhh!,First Trust/Aberdeen Emerging Opportunity Fund,4
251,169,206.016,Hatity,12:35 AM,7:48 AM,19/04/2012,31/08/2013,Aaaahhhhhhhhhhhh!,"Radius Health, Inc.",21
197,113,431.445,Bitchip,11:56 AM,12:25 AM,8/3/2011,24/06/2013,Aaaahhhhhhhhhhhh!,"Legg Mason, Inc.",36
899,154,238.944,Holdlamis,7:24 AM,7:22 AM,4/6/2007,4/9/2009,Aaaahhh!,New Senior Investment Group Inc.,64
707,51,495.391,Latlux,3:49 PM,8:32 PM,8/4/2012,25/08/2000,Aaaahhhhhhh!,Modern Media Acquisition Corp.,80
867,220,228.756,Zontrax,9:33 PM,8:51 AM,7/7/2009,2/3/2011,Aaaahhhhhhhhhhhh!,Natus Medical Incorporated,47
963,68,399.318,Sub-Ex,11:52 AM,5:46 AM,5/8/2009,22/07/2000,Aaaahhhhhhhhhhhhhhh!,GasLog Partners LP,78
476,220,336.737,Redhold,7:16 PM,6:47 AM,7/2/2013,14/05/2003,Aaaahhhhhhhhh!,Mackinac Financial Corporation,3
874,202,218.314,Greenlam,9:45 PM,12:32 PM,3/12/2011,16/09/2015,Aaaahhhhhh!,CoreSite Realty Corporation,50
942,131,202.505,Temp,5:50 AM,1:00 PM,6/5/2005,10/12/2013,Aaaahhhh!,"Wheeler Real Estate Investment Trust, Inc.",12
432,89,261.392,Keylex,6:00 AM,7:56 AM,3/4/2015,12/8/2004,Aaaahhhhhhhhhhhh!,Integer Holdings Corporation,23
183,177,25.25,Duobam,12:03 PM,2:17 AM,2/10/2002,30/03/2014,Aaaahhhhhhhhhh!,American Homes 4 Rent,89
529,132,44.463,Flexidy,4:02 PM,3:31 PM,23/09/2007,12/10/2003,Aaaahhhhhhhhhh!,"ING Group, N.V.",85
583,26,90.337,Domainer,9:42 AM,3:07 AM,17/02/2014,17/08/2003,Aaaahhhhh!,Calgon Carbon Corporation,73
905,168,345.385,Ronstring,11:33 PM,7:22 PM,13/09/2015,12/1/2011,Aaaahhhhhhhhhhhhhh!,"HFF, Inc.",89
275,224,377.706,Flexidy,11:11 PM,1:29 PM,18/07/2011,6/7/2001,Aaaahhhhhhhhhhhhhh!,"Western Asset Municipal High Income Fund, Inc.",64
2,71,32.17,Pannier,10:30 PM,3:17 PM,13/02/2009,15/01/2002,Aaaahhhhhhhhhhhh!,"Shake Shack, Inc.",49
391,83,226.773,Toughjoyfax,12:16 AM,9:22 AM,11/11/2016,12/6/2016,Aaaahhhhhhhhhh!,Black Hills Corporation,50
865,173,301.877,Zamit,12:11 PM,12:59 AM,19/01/2008,3/7/2016,Aaaahhhh!,"Interpace Diagnostics Group, Inc.",7
845,140,435.447,Solarbreeze,8:17 AM,3:38 PM,12/1/2008,23/03/2003,Aaaahhhhh!,"Nexeo Solutions, Inc.",5
234,191,498.682,Otcom,8:38 PM,11:16 AM,7/6/2013,16/07/2004,Aaaahhhhhhhhhhhhh!,"Customers Bancorp, Inc",92
427,139,5.331,Treeflex,6:52 AM,9:02 AM,24/03/2009,6/6/2010,Aaaahhhhhhhhh!,Fanhua Inc.,22
103,96,7.498,Matsoft,1:21 AM,6:42 PM,4/8/2015,27/11/2008,Aaaahhhhh!,Nymox Pharmaceutical Corporation,30
824,112,24.932,Toughjoyfax,7:49 PM,2:05 PM,18/03/2008,16/10/2010,Aaaahhhhhhhhhhh!,BioAmber Inc.,84
90,100,184.677,Alphazap,9:13 PM,3:40 PM,11/6/2007,2/5/2008,Aaaahhhhhhhh!,WAVE Life Sciences Ltd.,95
90,68,436.513,Alpha,8:17 AM,4:32 AM,22/07/2011,18/03/2008,Aaaahhh!,Changyou.com Limited,91
278,56,144.461,Fix San,8:48 AM,6:06 AM,12/8/2009,27/01/2008,Aaaahhhhhhhhhhhh!,"Coeur Mining, Inc.",21
100,241,54.262,Bamity,3:50 AM,6:29 AM,25/05/2014,18/02/2004,Aaaahhhhhhhhhhhhhhh!,"Soligenix, Inc.",5
959,165,468.724,Wrapsafe,9:09 AM,7:02 AM,18/01/2014,4/11/2002,Aaaahhhhhhhhhh!,Quorum Health Corporation,97
198,103,315.635,Bamity,8:57 AM,6:52 PM,9/7/2016,11/11/2012,Aaaahhhhhhhhhhhh!,Gamestop Corporation,24
149,161,16.55,Bytecard,5:22 AM,10:07 AM,11/6/2011,25/05/2011,Aaaahhhhhhhhhhhhhhh!,Natl Westminster Pfd,34
419,83,455.339,Transcof,11:51 AM,5:31 PM,17/06/2014,17/03/2002,Aaaahhhhhh!,Frontline Ltd.,84
601,198,149.445,Voyatouch,8:52 AM,5:19 PM,5/2/2005,23/06/2011,Aaaahhhhhhhh!,IPG Photonics Corporation,86
138,156,220.682,Andalax,5:45 PM,6:59 AM,30/11/2004,25/01/2001,Aaaahhhhhhh!,Cemtrex Inc.,66
887,13,315.859,Treeflex,6:23 PM,2:32 AM,9/1/2002,20/04/2015,Aaaahhhhhhhhhhhhhh!,Grupo Televisa S.A.,23
729,108,14.598,Viva,12:13 AM,1:22 AM,25/08/2013,25/01/2005,Aaaahhhhh!,"QTS Realty Trust, Inc.",65
888,124,27.878,Ventosanzap,2:29 PM,1:13 AM,12/2/2008,22/06/2005,Aaaahhhhhh!,"Champions Oncology, Inc.",42
592,190,360.561,Kanlam,5:30 AM,8:47 AM,8/11/2006,26/12/2000,Aaaahhhhhhhhhhhhh!,Histogenics Corporation,28
36,207,380.012,Cookley,12:09 PM,6:34 AM,26/04/2006,22/02/2007,Aaaahhhhhhhh!,"TriState Capital Holdings, Inc.",57
778,78,421.399,Zamit,8:02 AM,3:31 PM,5/12/2000,31/05/2007,Aaaahhhhh!,"Littelfuse, Inc.",67
406,247,478.551,Sub-Ex,11:25 AM,7:07 AM,27/07/2009,6/3/2000,Aaaahhhhhh!,Public Storage,99
733,70,493.056,Y-find,4:09 PM,12:17 PM,10/3/2008,11/8/2001,Aaaahhh!,Central Garden & Pet Company,99
633,183,390.386,Stronghold,4:57 PM,3:18 PM,9/1/2014,8/4/2008,Aaaahhhh!,Numerex Corp.,70
781,233,296.657,Keylex,4:07 AM,4:21 PM,2/7/2010,1/2/2000,Aaaahhh!,MTGE Investment Corp.,93
795,99,45.898,Sub-Ex,2:51 AM,8:00 AM,13/09/2013,18/11/2001,Aaaahhhhhhhhhh!,Exelon Corporation,88
458,40,458.23,Mat Lam Tam,10:34 PM,6:30 PM,15/02/2003,23/10/2000,Aaaahhhhhh!,BiondVax Pharmaceuticals Ltd.,14
183,57,273.803,Bitchip,6:55 AM,8:47 AM,21/07/2001,23/09/2015,Aaaahhhhhhhhhhhhhhh!,"Republic Bancorp, Inc.",15
713,133,110.379,Pannier,2:51 AM,2:00 AM,26/09/2010,7/6/2005,Aaaahhhhhhhhhhhhh!,"Delcath Systems, Inc.",29
480,157,349.007,Namfix,5:39 AM,3:54 AM,1/6/2005,4/5/2014,Aaaahhhhhhh!,Public Storage,69
810,197,172.173,Latlux,12:26 PM,1:23 PM,30/03/2014,30/06/2004,Aaaahhhhhhhhhhhhhh!,"Alder BioPharmaceuticals, Inc.",68
517,36,8.326,Bamity,5:16 AM,5:57 PM,29/06/2013,27/09/2009,Aaaahhhhhhhhhhh!,Getty Realty Corporation,11
920,194,374.786,Bigtax,11:40 AM,12:24 AM,24/01/2013,23/10/2000,Aaaahhhhhhhhhhh!,First Trust Strategic Income ETF,28
107,58,340.495,Fintone,3:09 AM,7:34 AM,11/5/2008,7/11/2016,Aaaahhhhhhhhh!,Oxbridge Re Holdings Limited,56
859,126,253.162,Zathin,3:15 PM,8:23 AM,2/7/2012,16/11/2014,Aaaahhhhhhhhhhhh!,Quaker Chemical Corporation,56
174,52,457.679,Otcom,3:51 PM,8:18 AM,13/05/2005,13/09/2010,Aaaahhhhhhh!,"Southwest Bancorp, Inc.",11
968,21,36.421,Vagram,10:57 AM,5:47 AM,21/11/2010,5/5/2001,Aaaahhhhhh!,Silver Run Acquisition Corporation II,23
723,60,265.468,Treeflex,4:44 PM,7:31 AM,24/11/2014,13/08/2013,Aaaahhhhhhhhhhhhhh!,Rent-A-Center Inc.,6
569,184,297.511,Ventosanzap,11:19 AM,9:56 PM,26/03/2006,9/12/2005,Aaaahhhh!,Dynegy Inc.,42
108,8,276.469,Voyatouch,3:44 PM,9:52 PM,8/9/2006,9/4/2011,Aaaahhhhh!,"Live Nation Entertainment, Inc.",33
221,214,158.809,Matsoft,12:17 PM,6:50 PM,2/2/2008,10/3/2000,Aaaahhhh!,Arotech Corporation,81
965,43,339.466,Tin,7:54 AM,1:40 PM,20/07/2005,21/11/2012,Aaaahhh!,Flaherty & Crumrine Preferred Securities Income Fund Inc,4
684,157,264.992,Flexidy,8:10 AM,5:11 AM,2/10/2011,27/05/2006,Aaaahhhhhhhh!,Repligen Corporation,40
567,236,479.782,Fixflex,10:04 PM,6:44 AM,31/03/2013,30/07/2004,Aaaahhhh!,"Take-Two Interactive Software, Inc.",22
626,99,316.971,Rank,1:49 AM,6:52 AM,13/09/2014,5/7/2004,Aaaahhhhhhhh!,Bank Mutual Corporation,91
348,17,21.374,Subin,4:39 PM,5:20 AM,12/3/2016,5/5/2004,Aaaahhhhhhhhhhhhhh!,Five Oaks Investment Corp.,42
878,174,456.887,Bamity,6:00 PM,12:00 AM,25/07/2011,14/06/2009,Aaaahhhhhhhhhhhh!,"Nuance Communications, Inc.",81
872,75,451.661,Wrapsafe,5:30 PM,5:57 PM,5/5/2016,17/05/2004,Aaaahhhhhhhhhhh!,"Ryder System, Inc.",29
573,23,291.253,Temp,9:23 PM,3:49 PM,30/09/2008,6/7/2008,Aaaahhhhhh!,"ClearOne, Inc.",61
663,196,36.216,Voyatouch,10:07 AM,12:02 AM,21/03/2004,1/10/2004,Aaaahhhhhhhhhh!,"ADDvantage Technologies Group, Inc.",16
993,109,368.722,Bytecard,10:32 AM,6:24 AM,14/10/2008,18/02/2005,Aaaahhhhhh!,CHS Inc,67
49,142,227.108,Lotstring,1:42 PM,11:00 AM,18/04/2000,4/1/2015,Aaaahhhhhhhhhh!,Presbia PLC,43
285,99,135.14,Transcof,4:41 AM,4:11 PM,8/1/2013,29/09/2003,Aaaahhhhhhhhhh!,Landmark Infrastructure Partners LP,27
711,234,374.086,Alphazap,7:24 PM,3:21 AM,28/06/2016,28/01/2003,Aaaahhhhhhhhhhhhhhh!,"American Assets Trust, Inc.",92
285,53,267.003,Redhold,6:58 AM,3:25 PM,23/06/2007,14/02/2001,Aaaahhhhhhhh!,"MediciNova, Inc.",34
275,112,36.163,Latlux,3:51 PM,9:04 AM,3/4/2007,15/10/2013,Aaaahhhhhhh!,"Wheeler Real Estate Investment Trust, Inc.",75
589,82,74.389,Redhold,7:36 AM,4:48 PM,9/5/2002,28/04/2016,Aaaahhhh!,Summit Therapeutics plc,10
40,99,223.554,Andalax,6:15 PM,1:41 AM,29/12/2016,16/08/2005,Aaaahhhh!,ASA Gold and Precious Metals Limited,51
54,126,488.87,Bitwolf,1:21 AM,9:39 AM,17/02/2008,19/01/2014,Aaaahhhhhhhhhh!,"W.W. Grainger, Inc.",46
717,20,2.274,Cardguard,6:21 AM,4:13 AM,19/12/2015,6/12/2004,Aaaahhh!,"Ingles Markets, Incorporated",46
424,244,247.289,Fix San,5:39 AM,10:29 PM,14/07/2003,15/05/2009,Aaaahhhhh!,Pacific Special Acquisition Corp.,26
68,201,258.261,Toughjoyfax,1:58 AM,12:29 AM,23/11/2014,14/10/2012,Aaaahhhhhhhhhhhhhhh!,Apollo Commercial Real Estate Finance,97
14,70,58.545,Fintone,6:35 AM,6:15 AM,17/05/2016,11/7/2001,Aaaahhhhhhhhh!,Navient Corporation,22
868,230,409.531,It,11:40 AM,10:23 PM,2/11/2001,15/07/2001,Aaaahhh!,National Energy Services Reunited Corp.,8
19,129,114.118,Mat Lam Tam,2:16 PM,1:15 PM,25/05/2014,13/01/2001,Aaaahhhhhhhhhhh!,"QuinStreet, Inc.",7
340,70,419.998,Veribet,5:34 AM,5:19 PM,7/2/2006,20/12/2001,Aaaahhhhhhhh!,"BroadSoft, Inc.",54
110,128,426.492,Subin,4:18 PM,11:39 PM,19/04/2015,9/1/2017,Aaaahhh!,Synalloy Corporation,79
575,241,53.251,Zaam-Dox,1:38 PM,12:47 AM,16/11/2003,20/10/2007,Aaaahhhhhh!,"Collectors Universe, Inc.",9
668,165,412.666,Zoolab,2:16 PM,1:36 AM,19/02/2011,25/02/2012,Aaaahhhhhhhhhhhh!,Boyd Gaming Corporation,67
34,247,391.651,Transcof,5:57 AM,2:59 PM,27/09/2008,14/11/2015,Aaaahhhhhhhh!,Snap Inc.,44
960,118,441.882,Holdlamis,9:17 PM,10:18 PM,16/03/2012,30/06/2010,Aaaahhhhhhhhhhhhhh!,"Gap, Inc. (The)",91
775,7,274.173,Ronstring,6:27 AM,10:10 AM,25/09/2013,8/7/2012,Aaaahhhh!,"Ritter Pharmaceuticals, Inc.",87
565,183,396.024,Keylex,8:07 PM,3:09 PM,28/02/2016,30/09/2003,Aaaahhhh!,Bitauto Holdings Limited,19
48,225,84.901,Biodex,7:20 PM,12:13 PM,9/6/2011,2/5/2010,Aaaahhhhhhhhhhhhhh!,"Real Goods Solar, Inc.",42
645,69,363.277,Zontrax,11:15 AM,5:50 PM,9/2/2015,15/12/2004,Aaaahhhhhhhhhhh!,Quorum Health Corporation,87
819,112,489.224,Alphazap,3:41 AM,11:59 AM,28/11/2007,8/9/2005,Aaaahhhhhhhhhhhhhhh!,"Universal Stainless & Alloy Products, Inc.",46
431,54,404.139,Lotlux,3:11 PM,11:56 AM,10/9/2010,7/10/2015,Aaaahhhhhhhhhhhhhh!,Howard Hughes Corporation (The),7
20,145,192.416,Flowdesk,10:21 AM,8:44 AM,16/01/2015,15/11/2001,Aaaahhhhhhhhhhh!,AbbVie Inc.,8
296,112,392.276,Ventosanzap,1:50 PM,3:47 AM,2/4/2010,17/05/2003,Aaaahhh!,Gentherm Inc,61
657,57,470.792,Bigtax,8:13 PM,6:57 PM,4/2/2000,25/11/2013,Aaaahhhh!,Lianluo Smart Limited,40
202,200,160.723,Domainer,12:56 AM,11:58 AM,15/10/2007,21/07/2005,Aaaahhhh!,Zymeworks Inc.,31
490,27,280.449,Tres-Zap,12:30 PM,7:21 PM,15/03/2012,18/12/2016,Aaaahhhhhh!,SEACOR Marine Holdings Inc.,84
566,184,370.788,Tin,8:32 PM,11:46 AM,13/04/2004,9/11/2015,Aaaahhh!,"Kindred Healthcare, Inc.",1
40,120,441.873,Treeflex,12:57 PM,7:30 PM,9/12/2015,23/11/2013,Aaaahhhhhhhhhh!,Resolute Energy Corporation,58
802,84,371.303,Tampflex,11:02 PM,5:51 PM,2/7/2015,16/03/2000,Aaaahhhhhhhh!,"Affiliated Managers Group, Inc.",18
331,69,139.579,Treeflex,7:02 PM,7:38 PM,4/12/2004,30/09/2014,Aaaahhhhhhh!,"Niagara Mohawk Holdings, Inc.",87
536,204,304.918,Prodder,10:03 AM,12:31 PM,20/06/2000,15/07/2012,Aaaahhhhhhhhh!,UNIVERSAL INSURANCE HOLDINGS INC,34
809,187,134.719,Sonair,6:02 AM,5:05 PM,29/10/2013,28/03/2008,Aaaahhhhhhhhhh!,"Tandem Diabetes Care, Inc.",8
396,152,76.23,Duobam,10:06 PM,10:49 AM,10/4/2004,1/3/2004,Aaaahhhhhhhh!,"First Connecticut Bancorp, Inc.",97
935,57,178.176,Daltfresh,4:43 PM,7:28 PM,20/04/2005,14/01/2013,Aaaahhhhhhhhh!,The Organics ETF,64
793,241,14.804,Sonsing,9:18 AM,3:46 PM,30/05/2003,7/1/2012,Aaaahhhhhhhhhhhhhhh!,"XPO Logistics, Inc.",81
519,94,249.139,Solarbreeze,8:02 PM,2:00 PM,22/02/2015,17/06/2005,Aaaahhhhhhhhhh!,Avista Healthcare Public Acquisition Corp.,74
970,242,66.437,Wrapsafe,2:19 PM,11:24 AM,22/09/2006,10/4/2002,Aaaahhhhhhh!,"Olympic Steel, Inc.",89
229,175,305.675,Stronghold,3:56 AM,4:21 PM,6/6/2014,15/06/2016,Aaaahhhhhhhhhhh!,Cypress Semiconductor Corporation,61
643,194,42.111,Mat Lam Tam,8:07 PM,11:18 PM,4/9/2011,10/5/2003,Aaaahhhhhhhhhhhhh!,"Xilinx, Inc.",66
198,140,493.341,Fintone,1:41 AM,1:44 PM,17/09/2016,13/02/2014,Aaaahhhh!,Gencor Industries Inc.,99
143,98,199.87,Tin,4:34 PM,11:37 PM,27/04/2001,17/12/2011,Aaaahhhhhhhhh!,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,67
302,41,482.826,Bamity,12:24 AM,1:52 AM,24/07/2009,20/12/2007,Aaaahhhhhhhhh!,Whiting Petroleum Corporation,33
34,30,403.118,Fixflex,4:42 PM,12:36 AM,9/6/2000,2/6/2005,Aaaahhhhhhhhhhhhhhh!,MV Oil Trust,55
390,172,51.867,Stronghold,4:30 AM,12:57 AM,25/10/2007,25/03/2015,Aaaahhhh!,"Hibbett Sports, Inc.",26
532,147,459.973,Cardguard,4:04 AM,5:47 PM,12/2/2007,29/11/2008,Aaaahhh!,Valley National Bancorp,76
236,80,331.361,Temp,12:58 AM,11:58 PM,15/01/2011,30/06/2010,Aaaahhhhhh!,"PB Bancorp, Inc.",13
43,119,397.469,Lotstring,11:12 AM,10:39 PM,2/12/2000,4/1/2007,Aaaahhhhhhhhhh!,Seaspan Corporation,2
764,121,116.354,Latlux,6:54 PM,3:31 PM,17/12/2002,17/02/2016,Aaaahhhhhhhhhhh!,"Safeguard Scientifics, Inc.",42
787,71,357.768,Konklux,3:01 PM,7:09 PM,25/12/2006,18/05/2009,Aaaahhhhh!,Optical Cable Corporation,9
624,21,219.417,Fix San,2:01 PM,5:18 AM,14/02/2016,29/12/2012,Aaaahhhhhhhhhh!,Resource Capital Corp.,100
73,187,189.647,Transcof,5:29 AM,9:30 AM,27/08/2005,27/08/2010,Aaaahhhhhh!,PowerShares Golden Dragon China Portfolio,21
352,200,482.614,Viva,5:27 PM,3:23 PM,2/3/2013,5/5/2004,Aaaahhhhh!,Blackstone GSO Long Short Credit Income Fund,15
708,110,63.108,Tempsoft,6:19 AM,3:00 AM,11/1/2006,9/4/2007,Aaaahhhhhhhh!,"ZAIS Group Holdings, Inc.",59
917,137,121.265,It,9:47 PM,9:09 PM,16/04/2016,2/7/2004,Aaaahhhh!,"Yatra Online, Inc.",78
325,162,462.788,Treeflex,6:02 AM,5:03 PM,28/08/2011,6/7/2000,Aaaahhhhhhhhh!,Ralph Lauren Corporation,83
191,4,297.634,Wrapsafe,9:56 AM,3:47 AM,7/8/2003,17/12/2005,Aaaahhhhhh!,Avista Healthcare Public Acquisition Corp.,9
468,16,85.986,Zaam-Dox,8:46 PM,5:38 AM,3/10/2012,14/09/2009,Aaaahhhhhhhhhhhhh!,"Great Southern Bancorp, Inc.",77
806,155,74.48,Y-Solowarm,9:11 PM,10:24 PM,12/8/2016,23/09/2010,Aaaahhhhhhhhhh!,Kemper Corporation,83
655,33,2.887,Zoolab,1:03 PM,1:16 PM,20/12/2008,30/09/2001,Aaaahhhhhh!,AllianzGI Diversified Income & Convertible Fund,76
543,240,145.091,Matsoft,4:41 AM,7:32 PM,7/9/2009,19/10/2011,Aaaahhhhhhhhhhhhhh!,"Globus Medical, Inc.",94
834,160,392.207,Treeflex,2:29 PM,9:09 AM,5/10/2003,13/06/2015,Aaaahhhhhhhhhhhhhh!,"MaxLinear, Inc",77
382,173,148.385,Y-Solowarm,7:30 PM,4:41 PM,17/10/2016,21/07/2011,Aaaahhhhhhhhhhhhhhh!,GATX Corporation,53
204,74,321.829,Sub-Ex,3:52 PM,10:51 AM,12/5/2007,26/01/2012,Aaaahhhh!,"Pacific Ethanol, Inc.",25
73,143,433.275,Vagram,10:34 PM,3:58 PM,19/01/2003,30/06/2003,Aaaahhhhhhhhhhhhhhh!,"Cadiz, Inc.",29
149,156,232.812,Gembucket,7:02 PM,7:46 AM,28/02/2011,16/08/2010,Aaaahhhhhhh!,"Lifetime Brands, Inc.",41
