PROGRAM_ID,NEWS_NAME,NEWS_TYPE,NEWS_HOUR,CAMERAMAN_ID,DIRECTOR_ID,PRODUCER_ID,TITLE_SPONSOR
443,Nader-Kiehn,Bredee,1,3293,373,140,Zoomcast
583,Franecki and Sons,Jesty,6,1513,2247,127,Flashdog
469,"Glover, Kerluke and Lueilwitz",Hainey,14,1868,148,193,Oyoba
991,Morar-Hane,Pert,23,2712,3099,276,Livetube
591,"Terry, Quigley and Ortiz",Brimley,21,3535,3130,907,Ooba
457,Jacobi and Sons,Greet,7,970,3438,221,Twitterwire
511,Abbott-Bahringer,Kesteven,3,326,989,302,Skynoodle
973,Reinger LLC,Westmarland,13,4284,1626,794,Babbleset
994,Gleason-Weissnat,Curnucke,15,1820,3360,682,Thoughtbeat
448,Lang-Upton,Cloney,23,2280,2099,823,Trupe
959,Hilpert LLC,Arminger,11,3318,1190,553,Avamba
416,Powlowski LLC,Jiggens,7,2081,256,242,Meemm
580,"Cummings, Predovic and Grant",Roullier,15,1496,3058,956,Quatz
221,Will Group,Justice,1,2518,924,429,Twitterbeat
742,Cronin-Okuneva,Balshen,15,723,4848,998,Yotz
262,"Zieme, Hansen and VonRueden",Menat,12,4045,4174,839,Yamia
596,Hammes Inc,Autie,0,3579,150,743,Cogibox
788,Rosenbaum-Swift,Whybrow,14,2532,4059,854,Mynte
590,Weber-Wolf,Bansal,11,3646,3904,117,Snaptags
779,Boyle-Kertzmann,Ceresa,3,1269,854,786,Voomm
973,O'Connell-Schulist,Cabble,17,4470,2821,440,Centimia
399,"Gutkowski, Emard and Von",Maleby,23,1294,3174,104,Plambee
237,Ullrich LLC,Penney,12,949,763,360,Avamm
123,Ziemann and Sons,Ariss,15,2928,231,703,Twimbo
236,"Kessler, Crooks and Sanford",Colebeck,4,2427,1977,174,Quimm
261,"Goodwin, Fisher and O'Reilly",Kennett,24,2884,1367,253,Fanoodle
396,Littel Group,Stiger,16,1912,909,755,Browsetype
802,"Bergstrom, Keebler and Tromp",Rainon,3,3130,271,446,Dynava
264,Crist-Orn,Titta,15,4813,4265,484,Photofeed
314,McClure Group,Ludford,16,4999,4699,901,Riffpath
338,Kutch-Kiehn,Housecraft,12,3652,1164,775,Realfire
698,"Roberts, Gutkowski and Lehner",Struttman,1,1918,4824,654,Rhybox
392,"Leffler, Mann and Tillman",Klimkov,13,2162,4744,664,Meetz
951,Hagenes-Sporer,Iannetti,16,1419,2803,451,Yoveo
142,Von LLC,Saunton,20,4979,2788,662,Wikizz
709,"Lakin, Carroll and Lueilwitz",Radke,12,4897,1881,747,Voolith
718,Franecki-Sauer,Fogt,4,2398,1841,782,Skalith
413,Upton Inc,Wyne,16,1916,2437,168,Realfire
177,Kshlerin Group,Irving,8,1406,1363,669,Edgeclub
615,Jones-Fay,Lambole,3,1084,4320,562,Miboo
653,"Bergnaum, Halvorson and Zemlak",Yate,12,4680,3292,587,Eazzy
519,"Greenholt, Boyle and Ratke",Bullers,9,3094,1308,829,Kimia
192,"Boehm, Schroeder and West",Ranscomb,9,3593,3429,106,Twitterwire
308,McGlynn-Rutherford,Risdall,10,2933,499,944,Camimbo
372,Rempel LLC,Cristobal,16,3796,4976,699,Katz
272,Lowe-Lockman,Winslow,19,3608,3529,432,Wikizz
294,Kovacek and Sons,Tiebe,22,4542,2481,850,Kwilith
593,Jakubowski LLC,Sinnie,13,2421,2467,772,Eadel
803,Trantow Inc,Rappa,13,2928,3038,655,Jetpulse
770,West Group,Everleigh,6,2274,2960,994,Pixope
251,"Schaefer, Davis and Crist",Hadden,11,2398,3569,783,Agivu
336,"Dietrich, Veum and Ryan",Manns,15,3581,1551,723,Omba
415,Schuster-Nitzsche,Drable,23,1005,3446,218,Skipstorm
241,"Kertzmann, Mayer and Keebler",Leaburn,1,1970,2205,831,Aimbu
981,"Crooks, Osinski and Gerlach",Edgeson,5,1847,336,139,Zoomdog
430,Schamberger-Bins,Duckers,13,3052,1694,287,Avavee
478,Eichmann and Sons,Tillerton,16,1988,3037,441,Topicstorm
149,"Schimmel, Zemlak and Schuppe",Zannotti,19,1020,1763,902,Eimbee
720,Medhurst Inc,Vigus,6,1201,1825,302,Divanoodle
343,Ward Inc,Stallen,13,4941,4444,438,Vidoo
358,"Konopelski, Bins and Christiansen",Coytes,3,2878,3828,665,Thoughtbeat
137,Durgan Group,Franklyn,21,2641,4977,729,Buzzbean
576,Robel-Donnelly,Hellin,2,4969,2283,408,Jaloo
148,Will-Beahan,Redman,7,4619,3635,568,Lajo
464,Strosin Group,Sanches,16,123,1118,638,Riffwire
498,Toy Group,Treasure,20,4386,1479,981,Kayveo
518,"Heaney, Effertz and Okuneva",Grindle,23,2663,1309,692,Twitternation
614,Mosciski-Smitham,Hollyard,23,4061,3787,424,Skynoodle
890,"Collier, Dibbert and Romaguera",Goullee,18,4266,4258,356,Twiyo
225,Sipes and Sons,Didball,17,323,2275,456,Youspan
412,Fahey-O'Kon,Woehler,21,3322,730,542,Agimba
641,Friesen Group,McDyer,22,2420,3965,650,Voomm
418,Yost Inc,Radley,16,1442,863,349,Snaptags
489,"Cartwright, Hoeger and Stanton",Evreux,14,1590,1656,364,Yambee
408,Lueilwitz LLC,Leys,23,963,406,498,Rhyloo
903,Lang-Durgan,Gianasi,16,3191,420,241,Voomm
667,MacGyver Inc,Sheddan,12,3030,159,868,Flipopia
153,Mills-Cartwright,MacCoughan,0,1009,1615,345,Pixoboo
177,"Kihn, Terry and Nicolas",Coultas,24,4043,435,944,Yadel
579,Romaguera-Rogahn,Maharey,8,1311,2171,111,Linktype
177,Thompson LLC,Aries,0,2589,3263,610,Camido
731,Conn Inc,Haydney,1,3322,2573,691,Kaymbo
660,Greenfelder-Parker,Taggett,8,709,4471,626,Bubbletube
793,"Schuster, Marvin and Bartoletti",O'Kennavain,9,3928,1193,503,Photobug
660,Nienow Group,Vasyunkin,12,2987,4167,405,Divavu
372,"Rutherford, Konopelski and Luettgen",Goodfield,4,2862,1792,926,Dablist
613,Paucek-Beier,Dinsdale,20,3777,838,460,Janyx
629,"Huels, Hickle and Schimmel",Whitehead,24,184,1247,867,Gabspot
199,Harvey and Sons,Lummus,4,3648,567,126,Youopia
726,"Heller, Becker and Hickle",Lishmund,18,4126,4191,151,Skynoodle
452,Flatley-Mosciski,Cave,13,1035,1959,676,Leenti
952,Koepp-Rippin,Forton,0,2286,3488,685,Divanoodle
693,Thiel-Dickens,Sueter,11,1326,3520,193,Einti
622,Pfeffer-Batz,Hague,3,1518,1670,632,Yambee
243,Connelly-Murazik,Admans,9,4542,517,503,Roomm
699,"Dietrich, Shanahan and Murphy",Smallacombe,11,2446,3274,662,Topicblab
944,Sipes and Sons,Drackford,12,3274,3517,166,Pixonyx
301,Beer LLC,Panner,19,735,2633,108,Youtags
879,Cassin-Blanda,Strippel,16,353,451,247,Cogilith
615,"Yost, Ernser and Hettinger",Brou,0,1067,1795,474,Katz
293,King-Wuckert,Maunton,15,614,704,394,Browsetype
279,"Cruickshank, Langosh and Cartwright",Lorman,6,4118,4839,842,Photobug
580,Glover-Weber,Dunthorn,17,3418,186,482,Tanoodle
613,Cummerata-Kihn,Sotheby,1,2643,2627,184,Jabbercube
340,"Stiedemann, Schmitt and Blick",Domone,2,3298,1716,960,Quinu
999,Schimmel-Jacobi,Barnes,18,698,542,500,Oozz
188,Kuhic-Parisian,Parysowna,9,944,1258,552,Thoughtbridge
861,Armstrong Group,Furney,15,3949,3267,693,Wikizz
509,Braun-Kuhn,Whieldon,23,4919,1779,587,Aibox
142,"McKenzie, Durgan and Pollich",Fonso,0,2433,1901,812,Thoughtmix
515,Upton-Will,McCreagh,17,2249,601,449,Brightbean
994,"Mohr, Dicki and Keebler",Pavlenko,14,2055,1888,323,Linkbuzz
640,"Blanda, Von and Braun",Machent,24,431,3648,336,Twinder
952,Farrell and Sons,Recke,18,2309,927,136,Jazzy
785,Zieme LLC,Rickman,23,2944,4885,961,Kazio
646,"Reinger, Sipes and Hahn",Reddy,19,3260,4492,810,Feednation
153,"Mosciski, Bednar and Willms",Terrazzo,11,1297,1241,103,Quinu
776,Marks LLC,Cail,13,4514,1347,368,Yakijo
208,"Lemke, Kovacek and Cummings",Titcombe,24,535,1578,872,Zoomcast
999,Treutel and Sons,Finby,15,2019,3901,922,Twinte
592,Okuneva-Steuber,Tripp,0,1068,3785,511,Meembee
327,Stoltenberg-Thiel,Allnatt,14,1969,2264,657,Avavee
334,Dibbert LLC,Heyfield,3,4705,3679,242,Wordtune
553,Kohler Inc,Powrie,21,201,814,516,Tekfly
679,Ondricka and Sons,Luto,13,3870,3477,211,Riffpedia
815,"Gleichner, Armstrong and Pfannerstill",Grevel,20,228,4586,308,Skiptube
192,"Collier, Grant and Schimmel",Philpott,5,2563,381,905,Pixonyx
105,"Schumm, Cremin and Waelchi",Nozzolii,14,4416,302,112,Aivee
402,"Bergnaum, Boyle and Kertzmann",Byard,13,4502,2847,663,Meezzy
272,Shields LLC,Sweatland,5,2732,3222,373,Fadeo
972,"Brekke, Cronin and Kshlerin",Foxten,3,4382,4864,712,Gabspot
614,"Morar, Wilkinson and Kihn",Davys,9,4083,3245,365,Voolia
149,"Schumm, Beatty and Luettgen",Hammarberg,23,3699,4290,944,Janyx
154,Pfeffer-Legros,Summergill,12,401,3738,172,Photofeed
382,Haley-Paucek,Cardow,18,411,1235,911,Yambee
476,Koepp-Nienow,Clifford,3,1106,3547,246,Lazzy
798,"Kilback, Walter and Lubowitz",Baudacci,0,191,4502,682,Jetwire
125,Batz LLC,Lebourn,13,2139,1194,456,Meevee
442,"Conroy, Miller and Volkman",Neilly,3,1604,4291,397,Skibox
333,Morar Inc,Odgaard,14,1483,2281,966,Quaxo
256,"Koelpin, Barrows and McClure",Suttle,15,2495,1643,970,Skippad
185,Hackett-Hackett,Hasson,15,2722,1165,973,Edgeclub
239,Kunze-West,Linkin,24,2617,4211,281,Cogilith
891,Rosenbaum-Steuber,Sambals,2,1022,638,647,Innojam
891,"Wiza, Hagenes and Predovic",Lunny,2,4608,4714,843,Buzzster
374,Konopelski LLC,Lacroix,20,1367,3299,347,Skimia
398,"Williamson, Bernhard and Barton",Donnison,20,2425,2320,132,Devpoint
619,Armstrong-Hodkiewicz,Spight,22,2787,2898,263,Bluezoom
155,Jerde LLC,Heeks,5,3963,800,605,Jetpulse
410,Bradtke-Botsford,Vasiljevic,20,3567,1252,608,Rooxo
283,Macejkovic Inc,Hadaway,15,4301,2463,824,Edgetag
467,Kulas-Ziemann,Minnis,2,1788,4906,473,Reallinks
393,"Fahey, Huels and Raynor",Dmitr,20,407,682,915,Youspan
967,Jakubowski and Sons,Bruckshaw,10,1635,1846,388,Ainyx
158,Kunde LLC,Graham,1,633,1270,119,Livetube
252,Tremblay-Harris,Fockes,2,1737,2537,844,Realmix
375,"Schamberger, Ortiz and Bailey",Borrow,16,3504,4677,749,Divanoodle
414,Wilderman-Deckow,Elderkin,24,4701,4963,877,Gabtype
338,Kulas-Homenick,Leake,21,4365,4427,560,Meevee
605,"Fadel, Ferry and Prosacco",Henningham,0,1765,3884,710,Aimbo
500,Strosin and Sons,Jump,10,3981,2518,280,Yakijo
599,Bergnaum-Zemlak,Schubert,20,1637,4132,546,Quamba
670,Gusikowski-Harvey,Hawsby,24,1213,3542,117,Zoomlounge
390,"Borer, Satterfield and Terry",Massei,10,3940,2965,369,Photobug
352,Murray-Kunde,Holley,4,254,4870,613,Twinte
322,Hoeger LLC,Clavey,11,1830,4612,468,Livepath
411,Veum Group,Tebbitt,8,2175,1996,250,Oyoloo
131,Satterfield-Lubowitz,Baudinet,7,1971,544,139,Fadeo
924,Koelpin-Robel,Solano,1,3457,2158,478,Abatz
326,Davis Inc,Poll,12,3970,4132,983,Wikizz
638,Larson-Flatley,Reuther,22,273,4543,399,Zoombeat
244,"Hettinger, Reichert and Friesen",Corstan,12,2816,4663,303,Topicblab
192,Becker-Haley,Dobinson,16,4675,2003,834,Jaxnation
695,Altenwerth-Carroll,Belt,20,4951,2945,754,Flipbug
160,Stracke LLC,Tattersill,8,4065,4094,831,Thoughtbeat
973,Sipes Group,Balme,9,1330,3525,551,Layo
476,Lindgren-Ritchie,Aristide,9,3461,3895,492,Yabox
309,Prosacco-Kessler,Davidovits,8,3896,371,647,Gigashots
830,"Wilderman, Turner and Hessel",Januszewicz,14,766,2036,136,Divanoodle
118,"Hintz, Stark and Strosin",Shelper,7,1352,3521,599,Rhyloo
979,Grant LLC,Sparkwill,4,655,2858,139,Tazz
784,Mueller and Sons,Hansie,21,4063,2001,447,Twimm
378,"Dibbert, Conroy and Murazik",Woollhead,9,3932,3574,697,Eare
494,Hermiston-Quigley,Howgate,14,237,1486,588,Quatz
837,Prohaska LLC,Kirk,0,4533,431,992,Topdrive
880,"Mann, Daniel and Koelpin",Hawkridge,10,2018,750,762,Minyx
220,Rogahn Group,Mugg,22,400,1938,220,Agimba
976,Dickens-Hermiston,Snape,18,1494,1247,839,Trudeo
538,Gerlach-Jacobson,Burrells,12,2619,2434,966,Jabberstorm
899,"Barrows, Berge and McCullough",Berre,11,3006,2182,404,Feedbug
382,"Collins, Doyle and Turner",Jodrellec,10,807,1715,664,Shuffledrive
266,"Berge, Jones and Hand",Goricke,13,3240,2444,905,Mynte
559,Heathcote-O'Hara,Coop,0,4870,1955,150,Eire
184,Stanton-Conroy,Drabble,20,3247,2359,563,Rhybox
618,"Morissette, Hermann and Legros",Auden,21,3015,1385,990,Fivebridge
355,Gorczany and Sons,Trahearn,23,2520,2478,860,Tazzy
284,Gerhold-Mante,Cudby,8,346,1840,801,Kazio
